5600,5
5601,3
5602,4
5603,3
5604,4
5605,4
5606,3
5607,3
5608,4
5609,4
5610,3
5611,4
5612,3
5613,4
5614,2
5615,4
5616,5
5617,5
5618,4
5619,3
5620,3
5621,3
5622,3
5623,4
5624,6
5625,3
5626,3
5627,3
5628,4
5629,4
5630,4
5631,3
5632,5
5633,3
5634,4
5635,3
5636,4
5637,3
5638,3
5639,3
5640,4
5641,4
5642,4
5643,3
5644,3
5645,4
5646,4
5647,3
5648,4
5649,4
5650,4
5651,4
5652,4
5653,4
5654,4
5655,4
5656,4
5657,3
5658,3
5659,3
5660,3
5661,4
5662,4
5663,3
5664,4
5665,5
5666,5
5667,3
5668,3
5669,3
5670,3
5671,4
5672,4
5673,4
5674,4
5675,6
5676,4
5677,4
5678,3
5679,4
5680,5
5681,4
5682,4
5683,4
5684,3
5685,5
5686,3
5687,3
5688,3
5689,3
5690,4
5691,4
5692,3
5693,3
5694,4
5695,4
5696,4
5697,4
5698,5
5699,4
5700,5
5701,3
5702,3
5703,3
5704,4
5705,4
5706,3
5707,4
5708,3
5709,3
5710,3
5711,4
5712,3
5713,4
5714,4
5715,2
5716,5
5717,4
5718,3
5719,5
5720,4
5721,4
5722,4
5723,3
5724,3
5725,4
5726,5
5727,3
5728,3
5729,4
5730,4
5731,3
5732,4
5733,4
5734,5
5735,4
5736,4
5737,3
5738,5
5739,3
5740,2
5741,3
5742,3
5743,4
5744,5
5745,4
5746,5
5747,3
5748,3
5749,4
5750,4
5751,3
5752,5
5753,4
5754,4
5755,5
5756,3
5757,5
5758,4
5759,4
5760,3
5761,4
5762,5
5763,3
5764,4
5765,3
5766,3
5767,4
5768,4
5769,4
5770,4
5771,3
5772,4
5773,3
5774,4
5775,3
5776,3
5777,3
5778,3
5779,4
5780,4
5781,4
5782,3
5783,3
5784,3
5785,4
5786,4
5787,3
5788,6
5789,4
5790,4
5791,5
5792,4
5793,4
5794,4
5795,5
5796,6
5797,4
5798,4
5799,3
5800,4
5801,4
5802,4
5803,5
5804,4
5805,3
5806,4
5807,3
5808,3
5809,2
5810,3
5811,5
5812,4
5813,4
5814,4
5815,4
5816,4
5817,4
5818,3
5819,3
5820,2
5821,4
5822,3
5823,4
5824,4
5825,4
5826,3
5827,3
5828,3
5829,4
5830,3
5831,3
5832,4
5833,5
5834,4
5835,5
5836,3
5837,4
5838,4
5839,4
5840,4
5841,4
5842,3
5843,5
5844,4
5845,4
5846,3
5847,5
5848,3
5849,3
5850,4
5851,4
5852,4
5853,3
5854,4
5855,3
5856,4
5857,4
5858,4
5859,4
5860,3
5861,4
5862,5
5863,4
5864,4
5865,3
5866,4
5867,3
5868,4
5869,5
5870,4
5871,4
5872,5
5873,4
5874,3
5875,3
5876,4
5877,3
5878,4
5879,3
5880,3
5881,3
5882,4
5883,3
5884,4
5885,3
5886,5
5887,4
5888,3
5889,3
5890,4
5891,4
5892,4
5893,4
5894,3
5895,3
5896,4
5897,4
5898,4
5899,4
5900,3
5901,3
5902,4
5903,3
5904,3
5905,4
5906,4
5907,4
5908,3
5909,4
5910,4
5911,4
5912,4
5913,4
5914,3
5915,4
5916,4
5917,4
5918,4
5919,3
5920,3
5921,5
5922,4
5923,3
5924,4
5925,3
5926,4
5927,3
5928,4
5929,3
5930,3
5931,4
5932,4
5933,4
5934,4
5935,4
5936,3
5937,3
5938,5
5939,3
5940,4
5941,4
5942,6
5943,4
5944,4
5945,3
5946,4
5947,4
5948,3
5949,4
5950,4
5951,5
5952,5
5953,5
5954,4
5955,4
5956,4
5957,4
5958,4
5959,3
5960,4
5961,5
5962,3
5963,3
5964,4
5965,4
5966,4
5967,5
5968,4
5969,4
5970,3
5971,5
5972,3
5973,3
5974,4
5975,4
5976,6
5977,4
5978,4
5979,3
5980,3
5981,3
5982,4
5983,4
5984,5
5985,4
5986,3
5987,3
5988,5
5989,4
5990,3
5991,4
5992,3
5993,4
5994,4
5995,4
5996,4
5997,4
5998,3
5999,3
6000,3
6001,3
6002,3
6003,4
6004,3
6005,4
6006,3
6007,5
6008,4
6009,4
6010,4
6011,3
6012,2
6013,4
6014,4
6015,3
6016,4
6017,5
6018,4
6019,4
6020,4
6021,3
6022,4
6023,3
6024,4
6025,4
6026,4
6027,3
6028,4
6029,3
6030,6
6031,5
6032,3
6033,4
6034,5
6035,3
6036,4
6037,4
6038,3
6039,4
6040,5
6041,4
6042,3
6043,4
6044,4
6045,4
6046,4
6047,3
6048,4
6049,3
6050,3
6051,5
6052,4
6053,4
6054,3
6055,3
6056,4
6057,3
6058,5
6059,3
6060,4
6061,3
6062,4
6063,3
6064,4
6065,5
6066,4
6067,4
6068,4
6069,4
6070,4
6071,3
6072,6
6073,3
6074,5
6075,3
6076,4
6077,3
6078,5
6079,4
6080,4
6081,4
6082,4
6083,4
6084,4
6085,4
6086,3
6087,3
6088,4
6089,4
6090,4
6091,5
6092,4
6093,5
6094,5
6095,4
6096,4
6097,5
6098,2
6099,4
6100,3
6101,3
6102,5
6103,5
6104,4
6105,4
6106,3
6107,3
6108,4
6109,3
6110,3
6111,3
6112,4
6113,3
6114,4
6115,5
6116,3
6117,3
6118,4
6119,4
6120,4
6121,3
6122,4
6123,4
6124,3
6125,4
6126,3
6127,4
6128,4
6129,3
6130,5
6131,6
6132,4
6133,3
6134,4
6135,4
6136,4
6137,4
6138,4
6139,3
6140,5
6141,4
6142,4
6143,3
6144,4
6145,4
6146,6
6147,5
6148,4
6149,4
6150,4
6151,4
6152,4
6153,3
6154,4
6155,4
6156,3
6157,3
6158,4
6159,4
6160,4
6161,4
6162,4
6163,3
6164,3
6165,4
6166,4
6167,4
6168,4
6169,4
6170,5
6171,4
6172,3
6173,4
6174,4
6175,3
6176,3
6177,4
6178,4
6179,3
6180,4
6181,3
6182,3
6183,3
6184,4
6185,3
6186,4
6187,5
6188,4
6189,4
6190,3
6191,4
6192,3
6193,6
6194,4
6195,4
6196,4
6197,4
6198,3
6199,3
6200,3
6201,4
6202,3
6203,6
6204,4
6205,4
6206,4
6207,3
6208,3
6209,3
6210,3
6211,4
6212,3
6213,4
6214,3
6215,3
6216,4
6217,4
6218,3
6219,3
6220,3
6221,4
6222,4
6223,5
6224,4
6225,5
6226,4
6227,4
6228,3
6229,4
6230,4
6231,3
6232,5
6233,4
6234,4
6235,4
6236,4
6237,3
6238,3
6239,4
6240,4
6241,4
6242,3
6243,3
6244,4
6245,4
6246,4
6247,4
6248,3
6249,4
6250,4
6251,4
6252,4
6253,3
6254,4
6255,3
6256,3
6257,4
6258,3
6259,3
6260,4
6261,4
6262,4
6263,3
6264,4
6265,3
6266,3
6267,3
6268,3
6269,4
6270,4
6271,3
6272,4
6273,3
6274,3
6275,5
6276,4
6277,3
6278,3
6279,6
6280,4
6281,4
6282,4
6283,4
6284,4
6285,3
6286,4
6287,4
6288,4
6289,3
6290,4
6291,4
6292,4
6293,4
6294,4
6295,5
6296,5
6297,5
6298,4
6299,3
6300,3
6301,3
6302,4
6303,4
6304,4
6305,4
6306,5
6307,3
6308,5
6309,4
6310,4
6311,5
6312,3
6313,5
6314,4
6315,5
6316,3
6317,3
6318,4
6319,4
6320,5
6321,4
6322,4
6323,5
6324,3
6325,5
6326,3
6327,3
6328,3
6329,4
6330,3
6331,4
6332,5
6333,4
6334,6
6335,3
6336,3
6337,4
6338,4
6339,5
6340,4
6341,4
6342,4
6343,3
6344,3
6345,2
6346,4
6347,4
6348,5
6349,4
6350,4
6351,4
6352,3
6353,5
6354,4
6355,4
6356,4
6357,4
6358,4
6359,4
6360,4
6361,4
6362,4
6363,4
6364,3
6365,4
6366,3
6367,3
6368,4
6369,2
6370,4
6371,3
6372,3
6373,4
6374,4
6375,3
6376,4
6377,4
6378,3
6379,3
6380,4
6381,3
6382,4
6383,5
6384,3
6385,4
6386,3
6387,3
6388,3
6389,3
